"","name","type","geometry"
"713","Bar: Euro Bar","nightlife",c(13.4309103, 52.5366158)
"714","Bar: Mastul","nightlife",c(13.358201, 52.5519644)
"715","Bar: Hai Life","nightlife",c(13.2681482, 52.5369277)
"716","Bar: F-Bar","nightlife",c(13.3865899, 52.551853)
"717","Bar: Albert","nightlife",c(13.4611269, 52.5503714)
"718","Bar: Cocktail Bar","nightlife",c(13.5054232, 52.5109456)
"719","Bar: Bierbar Baume","nightlife",c(13.4888557, 52.4668466)
"720","Bar: Bürkner-Eck","nightlife",c(13.4256463, 52.493405)
"721","Bar: Galaxy","nightlife",c(13.3447125, 52.4888559)
"722","Bar: Lounge 21","nightlife",c(13.3072438, 52.5255372)
"723","Bar: Treff 25","nightlife",c(13.4113498, 52.5474089)
"724","Bar: Melody Nelson","nightlife",c(13.3890236, 52.528135)
"725","Bar: Bijou Bar","nightlife",c(13.3999603, 52.5229828)
"726","Bar: Berliner-Pilsner-Stübchen","nightlife",c(13.4359469, 52.5562706)
"727","Bar: Timeless","nightlife",c(13.3277878, 52.4287374)
"728","Bar: Chic","nightlife",c(13.2940675, 52.5066182)
"729","Bar: WeserKulisse","nightlife",c(13.4276444, 52.4884157)
"730","Bar: Profi Sportsbar","nightlife",c(13.4478314, 52.4777067)
"731","Bar: Kek Bar","nightlife",c(13.4189492, 52.5014913)
"732","Bar: Bar Südwest","nightlife",c(13.3221536, 52.4733246)
"733","Bar: Kumpelnest 3000","nightlife",c(13.3663544, 52.5030829)
"734","Bar: ajpnia","nightlife",c(13.3495022, 52.4942928)
"735","Bar: Kindl Stuben","nightlife",c(13.4380927, 52.4824545)
"736","Bar: XXL Cruising-Club","nightlife",c(13.4120945, 52.554228)
"737","Bar: Orange Time","nightlife",c(13.4136143, 52.5511599)
"738","Bar: Bar bOx","nightlife",c(13.391474, 52.5251141)
"739","Bar: Becketts Kopf","nightlife",c(13.4169082, 52.5454977)
"740","Bar: Plötners Destille","nightlife",c(13.4711946, 52.5289835)
"741","Bar: Coconut Cafe / Bar / Lounge","nightlife",c(13.4700307, 52.529183)
"742","Bar: Cento Passi","nightlife",c(13.464978, 52.5093544)
"743","Bar: Hotelbar Rix","nightlife",c(13.4269124, 52.4785373)
"744","Bar: Café Happy","nightlife",c(13.4340007, 52.4822126)
"745","Bar: Jazz Club Schlot","nightlife",c(13.3852793, 52.5301264)
"746","Bar: Capone\'s Bar","nightlife",c(13.5684409, 52.5713082)
"747","Bar: Palladium Berlin","nightlife",c(13.398825, 52.5222496)
"748","Bar: meisterschueler","nightlife",c(13.3887811, 52.5226271)
"749","Bar: Café Vegas","nightlife",c(13.5637154, 52.5709947)
"750","Bar: Goldman's Bar","nightlife",c(13.4018631, 52.5301475)
"751","Bar: Kapitel 21","nightlife",c(13.3586574, 52.5341997)
"752","Bar: Varadero","nightlife",c(13.3552405, 52.4891131)
"753","Bar: Marlene Bar","nightlife",c(13.3450842, 52.5067921)
"754","Bar: THELIBERATE Bar Berlin","nightlife",c(13.4000208, 52.5225271)
"755","Bar: Ottorink Weinbar","nightlife",c(13.4167581, 52.5008697)
"756","Bar: b-flat","nightlife",c(13.4069275, 52.5235563)
"757","Bar: Freetime","nightlife",c(13.479348, 52.5557323)
"758","Bar: Corinnas Bierstube","nightlife",c(13.2707456, 52.4384486)
"759","Bar: Black Rabbit","nightlife",c(13.4237153, 52.4774238)
"760","Bar: Jokers Sportsbar","nightlife",c(13.4269807, 52.4766273)
"761","Bar: Lab.Oratory","nightlife",c(13.4430142, 52.5115736)
"762","Bar: Green Door","nightlife",c(13.3529456, 52.497023)
"763","Bar: Tamper Meets Jigger","nightlife",c(13.4336754, 52.4715083)
"764","Bar: Suzie Mambo","nightlife",c(13.4023074, 52.5335272)
"765","Bar: Timber Doodle Bar","nightlife",c(13.458883, 52.509129)
"766","Bar: Roberta","nightlife",c(13.401254, 52.535623)
"767","Bar: Bänsch","nightlife",c(13.4701757, 52.5175464)
"768","Bar: Stagger Lee","nightlife",c(13.351468, 52.4976021)
"769","Bar: Nachbar","nightlife",c(13.3541673, 52.4975096)
"770","Bar: Neelou","nightlife",c(13.3540945, 52.5008658)
"771","Bar: City Bar Sopot","nightlife",c(13.4347267, 52.4904912)
"772","Bar: Blue Boy Bar","nightlife",c(13.3497153, 52.5007218)
"773","Bar: Tristeza","nightlife",c(13.430953, 52.4865618)
"774","Bar: Blitz Bar","nightlife",c(13.447901, 52.4854187)
"775","Bar: Kamine & Wein","nightlife",c(13.3853061, 52.5578993)
"776","Bar: Kürbiskern Zauberbar","nightlife",c(13.4543954, 52.5103553)
"777","Bar: CuBar","nightlife",c(13.3069828, 52.4984514)
"778","Bar: Arkaoda","nightlife",c(13.4425685, 52.4738852)
"779","Bar: Balera Weinhandlung","nightlife",c(13.4416997, 52.4735534)
"780","Bar: Bären-Stüb'l","nightlife",c(13.3202011, 52.517158)
"781","Bar: Bar96","nightlife",c(13.313787, 52.504227)
"782","Bar: billardaire","nightlife",c(13.365328, 52.489166)
"783","Bar: Fun","nightlife",c(13.3778739, 52.4832239)
"784","Bar: Weinberg","nightlife",c(13.4240153, 52.5327033)
"785","Bar: Jatz","nightlife",c(13.3691639, 52.5502352)
"786","Bar: Mega Spass Mega Bar","nightlife",c(13.4491303, 52.4854486)
"787","Bar: Rum Trader","nightlife",c(13.3266289, 52.4984384)
"788","Bar: Fuks","nightlife",c(13.4262801, 52.4897279)
"789","Bar: Gaststätte Berlinicke Stuben","nightlife",c(13.3776078, 52.466406)
"790","Bar: History Bar / Raucherlokal","nightlife",c(13.362789, 52.550129)
"791","Bar: Destille","nightlife",c(13.3618932, 52.5517605)
"792","Bar: Kubis Point","nightlife",c(13.2809427, 52.5868932)
"793","Bar: Gallina","nightlife",c(13.4305072, 52.5023128)
"794","Bar: Poropati","nightlife",c(13.4466449, 52.4804034)
"795","Bar: Ashanti Bar","nightlife",c(13.492984, 52.5013331)
"796","Bar: Bar Solut","nightlife",c(13.3525383, 52.5401924)
"797","Bar: Curly","nightlife",c(13.3668959, 52.5479459)
"798","Bar: sky.bar","nightlife",c(13.4572195, 52.5281618)
"799","Bar: Herman Belgian Bar","nightlife",c(13.4121244, 52.5323828)
"800","Bar: Revival","nightlife",c(13.368977, 52.5465569)
"801","Bar: Planlos","nightlife",c(13.3569177, 52.551405)
"802","Bar: Kiss Lounge","nightlife",c(13.3646081, 52.55007)
"803","Bar: Yeşilirmak","nightlife",c(13.3652557, 52.5472581)
"804","Bar: B-Lage","nightlife",c(13.451159, 52.4736946)
"805","Bar: Vesper Bar","nightlife",c(13.3048007, 52.4993133)
"806","Bar: Café Helium","nightlife",c(13.4233725, 52.5010043)
"807","Bar: Goldfisch","nightlife",c(13.4583283, 52.5116374)
"808","Bar: Pijalnia","nightlife",c(13.4560804, 52.5092313)
"809","Bar: Hefner","nightlife",c(13.3232698, 52.5056062)
"810","Bar: Blauer Affe","nightlife",c(13.449724, 52.4791435)
"811","Bar: SaSa","nightlife",c(13.3242145, 52.5648245)
"812","Bar: 12","nightlife",c(13.3556319, 52.5420906)
"813","Bar: Tirrée","nightlife",c(13.3415576, 52.5320467)
"814","Bar: Rote Rose","nightlife",c(13.419281, 52.5015069)
"815","Bar: Kumami","nightlife",c(13.5776989, 52.4445925)
"816","Bar: Analog","nightlife",c(13.3722281, 52.5510519)
"817","Bar: Schwarze Traube","nightlife",c(13.4328732, 52.5022272)
"818","Bar: Mephisto Bar","nightlife",c(13.2059442, 52.5391578)
"819","Bar: Q1 Cafe Lounge","nightlife",c(13.509957, 52.5510264)
"820","Bar: Interface eSports & Gaming Bar","nightlife",c(13.3518035, 52.5332917)
"821","Bar: Saveur Champagne","nightlife",c(13.4302896, 52.5008761)
"822","Bar: Cafe Trifft","nightlife",c(13.3597319, 52.5443687)
"823","Bar: Bar 65","nightlife",c(13.3582056, 52.5434766)
"824","Bar: RabenSchwarz KiezKneipe","nightlife",c(13.4094734, 52.5471139)
"825","Bar: Barbie Bar","nightlife",c(13.3867705, 52.4894745)
"826","Bar: Mandingo-Diskothek","nightlife",c(13.3864809, 52.4871284)
"827","Bar: Bar Nou","nightlife",c(13.3889535, 52.4900059)
"828","Bar: Pool & Cigars","nightlife",c(13.4141454, 52.5397141)
"829","Bar: CoBa Bar","nightlife",c(13.4397185, 52.5002762)
"830","Bar: Vineria Carvalho","nightlife",c(13.4245765, 52.5298844)
"831","Bar: Rias","nightlife",c(13.4283266, 52.5013483)
"832","Bar: Forty One","nightlife",c(13.3091999, 52.5076388)
"833","Bar: Arena","nightlife",c(13.3577509, 52.4888448)
"834","Bar: Café & Bar","nightlife",c(13.4411973, 52.4708278)
"835","Bar: Cafe Barman","nightlife",c(13.3492123, 52.5020743)
"836","Bar: It's A Bar","nightlife",c(13.4308227, 52.4982138)
"837","Bar: Surprise Club","nightlife",c(13.3656883, 52.5034928)
"838","Bar: Granada","nightlife",c(13.3509782, 52.5503613)
"839","Bar: Mango Cockrailbar","nightlife",c(13.5861546, 52.4446386)
"840","Bar: Sowieso Neukölln e.V.","nightlife",c(13.4243723, 52.475401)
"841","Bar: Friedrich's Hahn","nightlife",c(13.4537124, 52.5077563)
"842","Bar: The Black Lodge","nightlife",c(13.4244162, 52.4921891)
"843","Bar: Musikcafé Sterlitz","nightlife",c(13.3484073, 52.5490612)
"844","Bar: Fitcher's Vogel","nightlife",c(13.4512424, 52.5104061)
"845","Bar: Ciao!","nightlife",c(13.4136197, 52.5512161)
"846","Bar: Hurricane","nightlife",c(13.31727, 52.5291922)
"847","Bar: George R","nightlife",c(13.3411616, 52.5301741)
"848","Bar: Bar Zentral","nightlife",c(13.3290327, 52.5050525)
"849","Bar: Die kleine Kneipe","nightlife",c(13.2441359, 52.5103636)
"850","Bar: Monkey Bar","nightlife",c(13.3376934, 52.5056642)
"851","Bar: Zyankalibar","nightlife",c(13.392825, 52.4915715)
"852","Bar: Junction Cafe","nightlife",c(13.3932513, 52.491493)
"853","Bar: Academie Lounge","nightlife",c(13.377563, 52.5071731)
"854","Bar: Maza Lounge","nightlife",c(13.4473253, 52.5170609)
"855","Bar: Steckenpferd","nightlife",c(13.5152165, 52.4128183)
"856","Bar: Amalia","nightlife",c(13.4369235, 52.470061)
"857","Bar: Klinke-Stuben","nightlife",c(13.1982933, 52.5557954)
"858","Bar: Taki's Taverne","nightlife",c(13.3307478, 52.5308134)
"859","Bar: Zum goldenen Handwerk","nightlife",c(13.3852031, 52.4967894)
"860","Bar: Queso y Jamon Cocktails & Tapas","nightlife",c(13.4140365, 52.5385323)
"861","Bar: Unsre Kneipe","nightlife",c(13.4190074, 52.5322957)
"862","Bar: Jaja","nightlife",c(13.4330258, 52.4841767)
"863","Bar: Barrel Weinbar","nightlife",c(13.4494539, 52.5217699)
"864","Bar: Kleopatra Shishabar","nightlife",c(13.3856375, 52.5286774)
"865","Bar: Solar * Skybar / Restaurant","nightlife",c(13.3836872, 52.5043141)
"866","Bar: KiKi Sol","nightlife",c(13.3689037, 52.5475959)
"867","Bar: Zu vermieten","nightlife",c(13.3245489, 52.5077661)
"868","Bar: Brinks","nightlife",c(13.4233747, 52.4864102)
"869","Bar: Mo Nachtcafé","nightlife",c(13.4708791, 52.5058509)
"870","Bar: Oldieclub","nightlife",c(13.314107, 52.567576)
"871","Bar: Adara","nightlife",c(13.4683846, 52.50726)
"872","Bar: Perro Loco","nightlife",c(13.467245, 52.5051677)
"873","Bar: Di Vino","nightlife",c(13.3993821, 52.5682129)
"874","Bar: Klunkerkranich","nightlife",c(13.4313317, 52.4820706)
"875","Bar: Hawker","nightlife",c(13.3182903, 52.5090484)
"876","Bar: Café Diseño","nightlife",c(13.4129685, 52.5585787)
"877","Bar: Helle Beach","nightlife",c(13.607323, 52.5371409)
"878","Bar: Zap","nightlife",c(13.2931008, 52.5156063)
"879","Bar: Miami Cocktail Bar","nightlife",c(13.6036251, 52.5375709)
"880","Bar: Knutschfleck","nightlife",c(13.4148098, 52.5236118)
"881","Bar: Fabelhaft bar","nightlife",c(13.4209764, 52.4922712)
"882","Bar: Sheriff Teddy Bar","nightlife",c(13.4634671, 52.5114506)
"883","Bar: HASE","nightlife",c(13.4582773, 52.5099489)
"884","Bar: Eichkamp Bar","nightlife",c(13.263174, 52.502687)
"885","Bar: Cocktailbar Max","nightlife",c(13.4031774, 52.4103936)
"886","Bar: f8/eight","nightlife",c(13.3343338, 52.4988266)
"887","Bar: Walther","nightlife",c(13.4419843, 52.4986789)
"888","Bar: Kieztreff","nightlife",c(13.4998731, 52.6352711)
"889","Bar: Lounge Bar Café","nightlife",c(13.3373979, 52.4881171)
"890","Bar: REDWOOD Bar","nightlife",c(13.3944502, 52.5317299)
"891","Bar: Baden im Wein","nightlife",c(13.4117515, 52.5376145)
"892","Bar: Villa Neukölln","nightlife",c(13.425089, 52.4820635)
"893","Bar: Bar 55°","nightlife",c(13.3332592, 52.4692985)
"894","Bar: Tabar","nightlife",c(13.3498663, 52.5243008)
"895","Bar: Offen Bar","nightlife",c(13.3364361, 52.4722716)
"896","Bar: Café Keese","nightlife",c(13.3165894, 52.5120263)
"897","Bar: Bryk Bar","nightlife",c(13.4223765, 52.537545)
"898","Bar: Crackers","nightlife",c(13.3882615, 52.5164251)
"899","Bar: Apothekenbar","nightlife",c(13.4239139, 52.5017456)
"900","Bar: iLand","nightlife",c(13.3857047, 52.4544266)
"901","Bar: Al Contadino","nightlife",c(13.4048044, 52.5276155)
"902","Bar: Bar Steinkeller","nightlife",c(13.4039447, 52.5273444)
"903","Bar: Fadice Bar","nightlife",c(13.2060653, 52.5386174)
"904","Bar: Arizona","nightlife",c(13.5922585, 52.5294451)
"905","Bar: HELLERSDORFER PERLE","nightlife",c(13.6210788, 52.5304852)
"906","Bar: Sporthalle Charlottenburg","nightlife",c(13.3055903, 52.5232822)
"907","Bar: Minze","nightlife",c(13.4292113, 52.4718265)
"908","Bar: Ciro Bar","nightlife",c(13.3347999, 52.5031413)
"909","Bar: Gecco","nightlife",c(13.3344126, 52.5034418)
"910","Bar: Rotbart","nightlife",c(13.4491949, 52.4742101)
"911","Bar: Shisha Lounge myGame","nightlife",c(13.3215756, 52.5657962)
"912","Bar: Badfish","nightlife",c(13.4176684, 52.546571)
"913","Bar: What's up","nightlife",c(13.3489297, 52.4813172)
"914","Bar: Vin Aqua Vin","nightlife",c(13.4306193, 52.4878896)
"915","Bar: Zig Zag Jazz Club","nightlife",c(13.3399653, 52.4750884)
"916","Bar: Windhorst","nightlife",c(13.3861893, 52.5184424)
"917","Bar: Sportsbar Royal","nightlife",c(13.4542788, 52.4889471)
"918","Bar: Crazy Bar","nightlife",c(13.4493735, 52.4901254)
"919","Bar: Jansen Bar","nightlife",c(13.36042, 52.483005)
"920","Bar: Cocktailbar Zeitlos IV","nightlife",c(13.3176983, 52.5054368)
"921","Bar: Gestrandet an der Jannowitzbrücke","nightlife",c(13.4173876, 52.514901)
"922","Bar: Hudson Bar","nightlife",c(13.3563719, 52.4925735)
"923","Bar: Voima","nightlife",c(13.3579232, 52.4966531)
"924","Bar: Down","nightlife",c(13.4153522, 52.534219)
"925","Bar: La Cave","nightlife",c(13.4209977, 52.5430419)
"926","Bar: Blarney Pub","nightlife",c(13.3854467, 52.4895024)
"927","Bar: KK2 Kneipenkönig ""zwei""","nightlife",c(13.3229938, 52.4661691)
"928","Bar: Zum Lindenblatt","nightlife",c(13.3242491, 52.4660215)
"929","Bar: Alaska Bar","nightlife",c(13.4288108, 52.4828921)
"930","Bar: Neues Ufer","nightlife",c(13.3597292, 52.4895328)
"931","Bar: Café und Game","nightlife",c(13.5689485, 52.443905)
"932","Bar: Foersters Feine Biere","nightlife",c(13.321931, 52.466559)
"933","Bar: Aliyah","nightlife",c(13.3292622, 52.4660933)
"934","Bar: Diele","nightlife",c(13.5769592, 52.4545762)
"935","Bar: Billard Oase","nightlife",c(13.575465, 52.4536252)
"936","Bar: Woof","nightlife",c(13.3415224, 52.4991198)
"937","Bar: Fairytale","nightlife",c(13.4281707, 52.5287322)
"938","Bar: Barkett","nightlife",c(13.3640294, 52.488058)
"939","Bar: Zoo Loge","nightlife",c(13.3337971, 52.5059528)
"940","Bar: Caravaggi Naturwein","nightlife",c(13.4201977, 52.543007)
"941","Bar: Ernst","nightlife",c(13.3922277, 52.4895474)
"942","Bar: Hilifetreff","nightlife",c(13.3254422, 52.5139707)
"943","Bar: Miami Club & Cocktailbar","nightlife",c(13.5222231, 52.5133812)
"944","Bar: Town Bar","nightlife",c(13.3978884, 52.5150859)
"945","Bar: The Bar Fox","nightlife",c(13.3223169, 52.502635)
"946","Bar: Arena Bar 1136","nightlife",c(13.5124269, 52.5067882)
"947","Bar: Wohnzimmer","nightlife",c(13.4192287, 52.5434287)
"948","Bar: Keith","nightlife",c(13.4213181, 52.4782382)
"949","Bar: Aether Tattoo Bar","nightlife",c(13.4310129, 52.4871386)
"950","Bar: Astro Bar","nightlife",c(13.4570222, 52.5112243)
"951","Bar: Meißner's Probierstube","nightlife",c(13.3378932, 52.5235063)
"952","Bar: WeinBasis","nightlife",c(13.324515, 52.4549907)
"953","Bar: alphonse","nightlife",c(13.4234179, 52.4921107)
"954","Bar: Bahamas Café Lounge","nightlife",c(13.5264647, 52.4032491)
"955","Bar: Cafe Warschau","nightlife",c(13.4294538, 52.4865786)
"956","Bar: Sharlie Cheen Bar","nightlife",c(13.4006727, 52.5301909)
"957","Bar: Karakas Bar","nightlife",c(13.3674515, 52.4992096)
"958","Bar: Limonadier","nightlife",c(13.3905261, 52.4918649)
"959","Bar: Heck Meck","nightlife",c(13.3497175, 52.4975952)
"960","Bar: Heile Welt","nightlife",c(13.3516474, 52.4987777)
"961","Bar: Scheune","nightlife",c(13.3484263, 52.4977185)
"962","Bar: blond","nightlife",c(13.349129, 52.4994804)
"963","Bar: Hans Weinstube","nightlife",c(13.3510921, 52.4988758)
"964","Bar: Bei Niki","nightlife",c(13.3494336, 52.4972843)
"965","Bar: Privatclub The Jaxx","nightlife",c(13.3489625, 52.497902)
"966","Bar: Romeo und Romeo","nightlife",c(13.3493772, 52.4983295)
"967","Bar: Sally Bowles","nightlife",c(13.3493575, 52.4998382)
"968","Bar: Tabasco","nightlife",c(13.3489343, 52.4992618)
"969","Bar: Bar am Lützowplatz","nightlife",c(13.3535207, 52.5046071)
"970","Bar: Lebensstern","nightlife",c(13.3546078, 52.5020478)
"971","Bar: El Greco","nightlife",c(13.3542777, 52.5002999)
"972","Bar: Isy Chill Out","nightlife",c(13.5504182, 52.5450317)
"973","Bar: Ciwan","nightlife",c(13.4899339, 52.5124029)
"974","Bar: Rio","nightlife",c(13.4698142, 52.531996)
"975","Bar: Café London","nightlife",c(13.361099, 52.4977701)
"976","Bar: WandelBar","nightlife",c(13.322746, 52.4505207)
"977","Bar: Sportbar","nightlife",c(13.4495099, 52.4900364)
"978","Bar: Weinverein Rote Insel","nightlife",c(13.3612554, 52.4812946)
"979","Bar: Single-Treff Wilhelmine","nightlife",c(13.5197728, 52.4612763)
"980","Bar: Café Zero","nightlife",c(13.5198598, 52.4612569)
"981","Bar: Belushi's Berlin","nightlife",c(13.4106882, 52.5268692)
"982","Bar: Kani Mani","nightlife",c(13.4103641, 52.5389246)
"983","Bar: Mauerwinzer","nightlife",c(13.402115, 52.539349)
"984","Bar: Tagesbar 69","nightlife",c(13.4525781, 52.5115561)
"985","Bar: GinChilla Bar","nightlife",c(13.4501407, 52.5079337)
"986","Bar: bar nordwärts","nightlife",c(13.3990352, 52.5656218)
"987","Bar: Lang Bar","nightlife",c(13.3332189, 52.5054381)
"988","Bar: Buck & Breck","nightlife",c(13.3990383, 52.5321317)
"989","Bar: BonBon Bar","nightlife",c(13.3996584, 52.5296781)
"990","Bar: Wilma","nightlife",c(13.3787541, 52.5534065)
"991","Bar: Bar Ada","nightlife",c(13.3883701, 52.5258533)
"992","Bar: Sportsbar","nightlife",c(13.4664867, 52.514734)
"993","Bar: Zum Patzenhofer","nightlife",c(13.3293621, 52.5025098)
"994","Bar: 45° Cocktailbar","nightlife",c(13.4977017, 52.5117529)
"995","Bar: Yu","nightlife",c(13.4980396, 52.512667)
"996","Bar: Schurkenkeller","nightlife",c(13.4101937, 52.5327062)
"997","Bar: Die Legende von Paula und Ben","nightlife",c(13.4042422, 52.4898866)
"998","Bar: Havana Bar & Chat","nightlife",c(13.3972566, 52.5667166)
"999","Bar: Anton-Cafe-Bar","nightlife",c(13.4514166, 52.5485806)
"1000","Bar: Wild Tales","nightlife",c(13.417199, 52.5341405)
"1001","Bar: Roses Bar","nightlife",c(13.4216423, 52.5005362)
"1002","Bar: Molotov Cocktail","nightlife",c(13.4219521, 52.5004415)
"1003","Bar: End.","nightlife",c(13.451437, 52.5260058)
"1004","Bar: Korki's Bar","nightlife",c(13.3052382, 52.5126998)
"1005","Bar: Frolic Lounge","nightlife",c(13.5735623, 52.4452383)
"1006","Bar: Basalt","nightlife",c(13.3607102, 52.5506938)
"1007","Bar: Gin Chilla Selected","nightlife",c(13.4592671, 52.5083035)
"1008","Bar: Green Village","nightlife",c(13.3906394, 52.545694)
"1009","Bar: Wagemut","nightlife",c(13.383376, 52.4897849)
"1010","Bar: Mendy und Edeltraut","nightlife",c(13.4379323, 52.4846681)
"1011","Bar: Eetcafé","nightlife",c(13.4100443, 52.5480878)
"1012","Bar: The G&T Bar","nightlife",c(13.4008326, 52.5230876)
"1013","Bar: Saphire Bar","nightlife",c(13.4340845, 52.5318367)
"1014","Bar: Perle Bar","nightlife",c(13.4222964, 52.5372747)
"1015","Bar: John Muir","nightlife",c(13.4338888, 52.4994099)
"1016","Bar: KiM Bar","nightlife",c(13.40029, 52.5311505)
"1017","Bar: Bar Milano","nightlife",c(13.4001841, 52.5312787)
"1018","Bar: Erna P!","nightlife",c(13.3616183, 52.4833602)
"1019","Bar: Dino Bar","nightlife",c(13.4584692, 52.5113415)
"1020","Bar: Lindeneck","nightlife",c(13.5053311, 52.4451329)
"1021","Bar: Noa Black Lounge","nightlife",c(13.4600425, 52.5157239)
"1022","Bar: Comedy Café Berlin","nightlife",c(13.446892, 52.480241)
"1023","Bar: Horse","nightlife",c(13.4262975, 52.4752069)
"1024","Bar: Coco Lounge Shisha-Bar","nightlife",c(13.3208679, 52.5081169)
"1025","Bar: vorWien","nightlife",c(13.4287597, 52.4991157)
"1026","Bar: Shikgoo Café & Bar","nightlife",c(13.3569821, 52.5426464)
"1027","Bar: Clandestine","nightlife",c(13.3203645, 52.4531415)
"1028","Bar: Dean","nightlife",c(13.402525, 52.5279427)
"1029","Bar: Mauna Island","nightlife",c(13.3858904, 52.5334733)
"1030","Bar: BeachBar Mitte","nightlife",c(13.384923, 52.5331987)
"1031","Bar: Coron & Bar","nightlife",c(13.3849023, 52.5339051)
"1032","Bar: Big Kahuna Lounge","nightlife",c(13.3850259, 52.534051)
"1033","Bar: Bar a Vin","nightlife",c(13.3859832, 52.5215281)
"1034","Bar: US Bowl","nightlife",c(13.4597399, 52.562118)
"1035","Bar: Stock & Stein","nightlife",c(13.4608863, 52.5086513)
"1036","Bar: Rhabarbar","nightlife",c(13.4217457, 52.5393312)
"1037","Bar: Happy Day","nightlife",c(13.3757201, 52.5434153)
"1038","Bar: Brutz & Brakel","nightlife",c(13.4617306, 52.517587)
"1039","Bar: Bata","nightlife",c(13.3670529, 52.5303619)
"1040","Bar: Corner Lounge","nightlife",c(13.3523655, 52.5480509)
"1041","Bar: Mini Bar","nightlife",c(13.3491562, 52.5500485)
"1042","Bar: Toleranz","nightlife",c(13.3690581, 52.5457054)
"1043","Bar: Barcelona","nightlife",c(13.3506804, 52.5423111)
"1044","Bar: Chill Zone","nightlife",c(13.364962, 52.5503129)
"1045","Bar: Jahn's Biergarten","nightlife",c(13.4216358, 52.5638651)
"1046","Bar: Las Vegas","nightlife",c(13.4416926, 52.4706748)
"1047","Bar: Ted Bar","nightlife",c(13.3043342, 52.5069221)
"1048","Bar: Coma","nightlife",c(13.3253779, 52.4785828)
"1049","Bar: Papillon Musikcafé","nightlife",c(13.3856223, 52.4433958)
"1050","Bar: San-Franz-Isco","nightlife",c(13.3190222, 52.479025)
"1051","Bar: Astoria","nightlife",c(13.3611772, 52.4925932)
"1052","Bar: Cinésport","nightlife",c(13.3754599, 52.5002687)
"1053","Bar: Nord-West-Oase","nightlife",c(13.3350137, 52.5306192)
"1054","Bar: Akita Sushi Bar","nightlife",c(13.3284535, 52.5282486)
"1055","Bar: Layal Lounge","nightlife",c(13.3289224, 52.5281328)
"1056","Bar: Chez Charly","nightlife",c(13.3501809, 52.5471538)
"1057","Bar: Raumfahrer","nightlife",c(13.425715, 52.4918196)
"1058","Bar: Thelonious Bar","nightlife",c(13.4309811, 52.487764)
"1059","Bar: Pharaos","nightlife",c(13.3818478, 52.5532505)
"1060","Bar: Café Gold","nightlife",c(13.4325411, 52.4702842)
"1061","Bar: Zum Starken August","nightlife",c(13.4127888, 52.5437385)
"1062","Bar: Beste","nightlife",c(13.3606142, 52.5438832)
"1063","Bar: La Vie","nightlife",c(13.429165, 52.4861394)
"1064","Bar: Sportsbar Maxim","nightlife",c(13.4091586, 52.561368)
"1065","Bar: Rakete","nightlife",c(13.4125894, 52.5391391)
"1066","Bar: C'est la vie","nightlife",c(13.3068261, 52.5176701)
"1067","Bar: Blueberry Bar","nightlife",c(13.3215614, 52.507262)
"1068","Bar: Victoria Bar","nightlife",c(13.363858, 52.5013718)
"1069","Bar: Paloma Bar","nightlife",c(13.418915, 52.4992818)
"1070","Bar: Brewdog Mitte","nightlife",c(13.3957736, 52.5327995)
"1071","Bar: Adara House","nightlife",c(13.4001454, 52.4141283)
"1072","Bar: Bloona","nightlife",c(13.4609452, 52.5104833)
"1073","Bar: Second Home","nightlife",c(13.4598449, 52.5145199)
"1074","Bar: Luft und Liebe","nightlife",c(13.4578979, 52.512616)
"1075","Bar: Beuster Bar","nightlife",c(13.4353837, 52.4859634)
"1076","Bar: Mauritius Cocktailbar","nightlife",c(13.4774801, 52.5122066)
"1077","Bar: Pohl Bar","nightlife",c(13.3629804, 52.5008293)
"1078","Bar: Nachtigall Bar","nightlife",c(13.4163564, 52.535845)
"1079","Bar: Hafen","nightlife",c(13.3491269, 52.4979468)
"1080","Bar: Kim's Karaoke","nightlife",c(13.3878471, 52.4938763)
"1081","Bar: Mowo","nightlife",c(13.4249, 52.5282952)
"1082","Bar: Barzeit","nightlife",c(13.4665483, 52.5119926)
"1083","Bar: Le Jardin","nightlife",c(13.4478628, 52.4581514)
"1084","Bar: Marrakesch","nightlife",c(13.4102878, 52.5295322)
"1085","Bar: Sports Bar","nightlife",c(13.6256211, 52.4561082)
"1086","Bar: PlaceOne - Bar Tanz Event","nightlife",c(13.426984, 52.5192545)
"1087","Bar: Facciola","nightlife",c(13.4335797, 52.4957929)
"1088","Bar: PlaceOne - Panorama Bar","nightlife",c(13.427085, 52.5192679)
"1089","Bar: Bar Centrale Novantesimominuto","nightlife",c(13.3340212, 52.5018457)
"1090","Bar: Café Linie 1","nightlife",c(13.3890261, 52.501387)
"1091","Bar: Joker's Bar","nightlife",c(13.4707502, 52.5321759)
"1092","Bar: Bar Luxus","nightlife",c(13.42348, 52.5387093)
"1093","Bar: Billardoase","nightlife",c(13.6015885, 52.4403842)
"1094","Bar: Rockz","nightlife",c(13.4566525, 52.5103508)
"1095","Bar: Bar BoBu","nightlife",c(13.4707775, 52.5121173)
"1096","Bar: Wows ! Villa","nightlife",c(13.429902, 52.4948737)
"1097","Bar: Tentacion Beerhouse","nightlife",c(13.4626308, 52.5132745)
"1098","Bar: Bull","nightlife",c(13.3494308, 52.5001984)
"1099","Bar: Mutschmanns","nightlife",c(13.3464271, 52.4977219)
"1100","Bar: Overtime","nightlife",c(13.3946691, 52.5650031)
